City,Country_Code,IATA,Latitude,Longitude,Altitude
Dorobisoro,PG,DOO,-9.461855,147.920907,1767
Dios,PG,DOS,-5.5609,154.9616,335
Deer Park,US,DPK,40.76,-73.31,75
Deputatskiy,RU,DPT,69.392503,139.890012,950
Dumpu,PG,DPU,-5.858,145.705,870
Daqing Shi,CN,DQA,46.7463888889,125.140555556,496
Maradi,NE,MFQ,13.5024995803833,7.1267499923706055,1240
Niamey,NE,NIM,13.4815,2.18361,732
Tahoua,NE,THZ,14.875699996948242,5.265359878540039,1266
Agadez,NE,AJY,16.965999603271484,8.000109672546387,1657
Arlit,NE,RLT,18.7903995514,7.36595010757,1443
Zinder,NE,ZND,13.779000282287598,8.983759880065918,1516
Dilasag,PH,DSG,16.445833333299998,122.206805556,60
Tabarka,TN,TBJ,36.97999954223633,8.87693977355957,230
Monastir,TN,MIR,35.75809860229492,10.75469970703125,9
Tunis,TN,TUN,36.85100173950195,10.22719955444336,22
Gafsa,TN,GAF,34.422000885009766,8.822500228881836,1060
Gabès,TN,GAE,33.87689971923828,10.103300094604492,26
Djerba,TN,DJE,33.875,10.775500297546387,19
El Borma,TN,EBM,31.704299926757812,9.254619598388672,827
Sfax,TN,SFA,34.71799850463867,10.690999984741211,85
Tozeur,TN,TOE,33.939701080322266,8.110560417175293,287
Andavadoaka,MG,DVD,-22.06608,43.259573,30
Kotte,LK,DWO,6.906585,79.909,10
Camp Dwyer,AF,DWR,31,64,2380
Walt Disney World,US,DWS,28.3994444444,-81.5712777778,94
Niamtougou,TG,LRL,9.767330169677734,1.091249942779541,1515
Lomé,TG,LFW,6.165609836578369,1.2545100450515747,72
Mejato Island,MH,EAL,9.319305555560002,166.847777778,16
Antwerp,BE,ANR,51.1893997192,4.46027994156,39
Brussels,BE,BRU,50.901401519800004,4.48443984985,184
Brussels,BE,CRL,50.459202,4.45382,614
Wevelgem,BE,KJK,50.817199707,3.20472002029,64
Liège,BE,LGG,50.63740158081055,5.443220138549805,659
Ebon Atoll,MH,EBO,4.5982,168.752,8
Ostend,BE,OST,51.198898315399994,2.8622200489,13
Zoersel,BE,OBL,51.264702,4.75333,53
Santiago de Méndez,EC,MZD,-2.733330011367798,-78.31670379638672,1770
Edna Bay,US,EDA,55.949653,-133.661012,0
Altenburg,DE,AOC,50.981945,12.506389,640
Heringsdorf,DE,HDF,53.8787002563,14.152299881,93
Riesa,DE,IES,51.2936096191,13.3561105728,322
Lärz,DE,REB,53.306388855,12.7522220612,220
Magdeburg,DE,CSO,51.8563995361,11.42029953,594
,DE,BBH,54.338253,12.710515,23
Magdeburg,DE,ZMG,52.073612,11.626389,259
Neubrandenburg,DE,FNB,53.6022,13.306,228
Cottbus,DE,CBU,51.889442,14.531944,272
Rügen,DE,GTI,54.383331,13.325556,69
Köthen,DE,KOQ,51.7211112976,11.952777862500001,305
Peenemünde,DE,PEF,54.1577796936,13.774443626399998,7
Berlin,DE,SXF,52.380001,13.5225,157
Dresden,DE,DRS,51.1328010559082,13.767200469970703,755
Erfurt,DE,ERF,50.979801177978516,10.958100318908691,1036
Frankfurt am Main,DE,FRA,50.033333,8.570556,364
Münster,DE,FMO,52.134601593,7.68483018875,160
Hamburg,DE,HAM,53.630401611328,9.9882297515869,53
Berlin,DE,THF,52.472999572753906,13.403900146484375,167
Cologne,DE,CGN,50.8658981323,7.1427397728,302
Düsseldorf,DE,DUS,51.289501,6.76678,147
Munich,DE,MUC,48.353802,11.7861,1487
Nuremberg,DE,NUE,49.498699,11.078056,1046
Leipzig,DE,LEJ,51.423889,12.236389,465
Saarbrücken,DE,SCN,49.214599609400004,7.10950994492,1058
Stuttgart,DE,STR,48.689899444599995,9.22196006775,1276
Berlin,DE,TXL,52.5597,13.2877,122
Hannover,DE,HAJ,52.461101532,9.685079574580001,183
Bremen,DE,BRE,53.0475006104,8.78666973114,14
Frankfurt am Main,DE,HHN,49.9487,7.26389,1649
Mannheim,DE,MHG,49.473057,8.514167,308
Eisenach,DE,EIB,50.991604,10.47973,1112
,DE,SGE,50.707698822021484,8.082969665527344,1966
Hamburg,DE,XFW,53.5352783203125,9.835556030273438,23
Kiel,DE,KEL,54.37944412231445,10.145277976989746,102
Lübeck,DE,LBC,53.8054008484,10.7192001343,53
Neumünster,DE,EUM,54.079444885253906,9.941389083862305,72
Memmingen,DE,FMM,47.988800048799995,10.2395000458,2077
Aachen,DE,AAH,50.823055267333984,6.186388969421387,623
Bonn,DE,BNJ,50.7688903809,7.16333293915,197
,DE,ESS,51.40230178833008,6.9373297691345215,424
Bielefeld,DE,BFE,51.964722,8.544444,454
Mönchengladbach,DE,MGL,51.230278,6.504444,125
Paderborn,DE,PAD,51.614101409899995,8.616319656369999,699
Weeze,DE,NRN,51.6024017334,6.14216995239,106
Dortmund,DE,DTM,51.51829910279999,7.61223983765,425
Augsburg,DE,AGB,48.425278,10.931667,1516
,DE,OBF,48.081402,11.2831,1947
Straubing,DE,RBM,48.90083312988281,12.516667366027832,1047
Friedrichshafen,DE,FDH,47.671298980699994,9.51148986816,1367
,DE,SZW,53.426998,11.7834,166
Bayreuth,DE,BYU,49.985001,11.64,1601
Ebermannstadt,DE,URD,49.794166564941,11.133610725403,1673
Giebelstadt,DE,GHF,49.6480560303,9.966388702390002,981
Hof,DE,HOQ,50.288612365722656,11.856389045715332,1959
Bitburg,DE,BBJ,49.945278,6.565,1220
Zweibrücken,DE,ZQW,49.2094,7.40056,1132
Baden-Baden,DE,FKB,48.7793998718,8.08049964905,408
Donaueschingen,DE,ZQL,47.97333145139999,8.52222156525,2231
,DE,LHA,48.3693008423,7.82772016525,511
Braunschweig,DE,BWE,52.319199,10.5561,295
Kassel,DE,KSF,51.417273,9.384967,820
Bremerhaven,DE,BRV,53.506943,8.572778,10
Lemwerder,DE,XLW,53.144699,8.62444,20
Emden,DE,EME,53.391109,7.2275,3
Wangerooge,DE,AGE,53.782779693603516,7.913888931274414,7
Wilhelmshaven,DE,WVN,53.502220153808594,8.05222225189209,16
Juist,DE,JUI,53.68111038208008,7.055832862854004,7
Langeoog,DE,LGO,53.74250030517578,7.497777938842773,7
Borkum,DE,BMK,53.59639,6.709167,3
Norddeich,DE,NOD,53.633056640599996,7.19027805328,3
Cloppenburg,DE,VAC,52.908333,8.040556,128
Norderney,DE,NRD,53.70694351196289,7.230000019073486,7
Baltrum,DE,BMR,53.72472381591797,7.373332977294922,7
Büsum,DE,HEI,54.153331756600004,8.90166664124,7
Flensburg,DE,FLF,54.77333450317383,9.378889083862305,131
Helgoland,DE,HGL,54.185279846200004,7.91583299637,8
Husum,DE,QHU,54.5099983215,9.138333320620001,62
Sankt Peter-Ording,DE,PSH,54.30888748168945,8.686944007873535,7
Westerland,DE,GWT,54.9132003784,8.34047031403,51
Wyk auf Föhr,DE,OHR,54.684444427490234,8.528332710266113,26
Kärdla,EE,KDL,58.99079895019531,22.830699920654297,18
Kuressaare,EE,URE,58.22990036010742,22.50950050354004,14
Pärnu,EE,EPU,58.41899871826172,24.47279930114746,47
Tallinn,EE,TLL,59.41329956049999,24.832799911499997,131
Tartu,EE,TAY,58.3074989319,26.690399169900004,219
Enontekio,FI,ENF,68.362602233887,23.424299240112,1005
Efogi,PG,EFG,-9.15380555556,147.659805556,3900
Halli / Kuorevesi,FI,KEV,61.856039,24.786686,479
Helsinki,FI,HEM,60.254600524902344,25.042800903320312,57
Helsinki,FI,HEL,60.317199707031,24.963300704956,179
Hyvinkää,FI,HYV,60.6543998718,24.8810997009,430
,FI,KTQ,62.1661,30.073601,364
Ivalo,FI,IVL,68.607299804688,27.405300140381,481
Joensuu / Liperi,FI,JOE,62.662899017334,29.607500076294,398
Jyväskylän Maalaiskunta,FI,JYV,62.399501800537,25.678300857544,459
Kauhava,FI,KAU,63.127102,23.051399,151
Kemi / Tornio,FI,KEM,65.778701782227,24.582099914551,61
Kajaani,FI,KAJ,64.285499572754,27.692399978638,483
,FI,KHJ,62.4625015259,22.3931007385,407
Kokkola / Kruunupyy,FI,KOK,63.721199035645,23.143100738525,84
Kuusamo,FI,KAO,65.987602233887,29.239400863647,866
Kittilä,FI,KTT,67.700996398926,24.846799850464,644
Kuopio / Siilinjärvi,FI,KUO,63.007099151611,27.797800064087,323
,FI,QLF,61.144199,25.693501,502
Lappeenranta,FI,LPP,61.044601,28.144743,349
,FI,MHQ,60.122200012207,19.898199081421,17
Mikkeli,FI,MIK,61.6866,27.201799,329
Oulu / Oulunsalo,FI,OUL,64.930099487305,25.354600906372,47
Pori,FI,POR,61.461700439453,21.799999237061,44
Rovaniemi,FI,RVN,66.564796447754,25.830400466919,642
Savonlinna,FI,SVL,61.943099975586,28.945100784302,311
Seinäjoki / Ilmajoki,FI,SJY,62.692101,22.8323,302
Sodankyla,FI,SOT,67.3949966431,26.6191005707,602
Tampere / Pirkkala,FI,TMP,61.414100646973,23.604400634766,390
Turku,FI,TKU,60.514099121094,22.262800216675,161
Utti / Valkeala,FI,UTI,60.89640045166,26.938400268555,339
Vaasa,FI,VAA,63.050701141357,21.762199401855,19
Varkaus / Joroinen,FI,VRK,62.171100616455,27.868600845337,286
,FI,YLI,64.0547222,24.7252778,252
Abu Rudeis,EG,AUE,28.89900016784668,33.20249938964844,39
Belfast,GB,BFS,54.6575012207,-6.2158298492399995,268
Enniskillen,GB,ENK,54.39889907836914,-7.651669979095459,155
Belfast,GB,BHD,54.618099212646484,-5.872499942779541,15
Derry,GB,LDY,55.04280090332031,-7.161109924316406,22
Birmingham,GB,BHX,52.453899383499994,-1.74802994728,327
Coventry,GB,CVT,52.3697013855,-1.4797199964499999,267
Staverton,GB,GLO,51.89419937133789,-2.167220115661621,101
Northampton,GB,ORM,52.305301666300004,-0.7930560112,429
Nottingham,GB,NQT,52.91999816894531,-1.0791699886322021,138
Kemble,GB,GBA,51.668095,-2.05694,433
Manchester,GB,MAN,53.35369873046875,-2.2749500274658203,257
Doncaster,GB,DSA,53.4805378105,-1.01065635681,55
Upavon,GB,UPV,51.2862014771,-1.7820199728,574
Lyneham,GB,LYE,51.5051,-1.99343,513
Yeovil,GB,YEO,51.0093994140625,-2.638819932937622,75
Campbeltown,GB,CAL,55.437198638916016,-5.686389923095703,42
Eday,GB,EOI,59.19060134887695,-2.7722198963165283,10
Fair Isle,GB,FIE,59.53580093383789,-1.628059983253479,223
Whalsay,GB,WHS,60.377498626708984,-0.9255560040473938,100
Coll Island,GB,COL,56.6018981934,-6.61778020859,21
North Ronaldsay,GB,NRL,59.3675003052,-2.43443989754,40
North Connel,GB,OBN,56.4635009765625,-5.399670124053955,20
Papa Westray,GB,PPW,59.351699829100006,-2.9002799987800003,91
Stronsay,GB,SOY,59.1553001404,-2.64139008522,39
Sanday,GB,NDY,59.250301361083984,-2.576669931411743,68
Lerwick,GB,LWK,60.192199707,-1.24361002445,43
Westray,GB,WRY,59.3502998352,-2.95000004768,29
Colonsay,GB,CSA,56.057499,-6.24306,44
Haverfordwest,GB,HAW,51.833099365234375,-4.9611101150512695,159
Cardiff,GB,CWL,51.39670181274414,-3.343329906463623,220
Swansea,GB,SWS,51.60530090332031,-4.0678300857543945,299
Bristol,GB,BRS,51.382702,-2.71909,622
Liverpool,GB,LPL,53.33359909057617,-2.849720001220703,80
London,GB,LTN,51.874698638916016,-0.36833301186561584,526
Land's End,GB,LEQ,50.102798,-5.67056,398
Plymouth,GB,PLH,50.422798,-4.10583,476
St. Mary's,GB,ISC,49.913299560546875,-6.291669845581055,116
Bournemouth,GB,BOH,50.779998779296875,-1.8424999713897705,38
Southampton,GB,SOU,50.95029830932617,-1.3567999601364136,44
Bembridge,GB,BBP,50.6781005859,-1.10943996906,53
Penzance,GB,PZE,50.128101,-5.51845,14
Newquay,GB,NQY,50.44060134887695,-4.995409965515137,390
Chichester,GB,QUG,50.859402,-0.759167,98
Saint Anne,GG,ACI,49.706104,-2.21472,290
Saint Peter Port,GG,GCI,49.435001373291016,-2.6019699573516846,336
Saint Helier,JE,JER,49.20790100097656,-2.195509910583496,277
Brighton,GB,ESH,50.835602,-0.297222,7
London,GB,BQH,51.33079910279999,0.0324999988079,598
London,GB,LGW,51.148102,-0.190278,202
West Malling,GB,WEM,51.27,0.4,308
Redhill,GB,KRH,51.2136001587,-0.138611003757,222
London,GB,LCY,51.505299,0.055278,19
Farnborough,GB,FAB,51.2757987976,-0.776332974434,238
Yateley,GB,BBS,51.32389831542969,-0.8475000262260437,325
London,GB,LHR,51.4706,-0.461941,83
Southend,GB,SEN,51.5713996887207,0.6955559849739075,49
"Lydd, Ashford",GB,LYX,50.95610046386719,0.9391670227050781,13
Manston,GB,MSE,51.342201,1.34611,178
Ashford,GB,LYM,51.08,1.013,351
Carlisle,GB,CAX,54.9375,-2.8091700077056885,190
Blackpool,GB,BLK,53.77170181274414,-3.0286099910736084,34
Grimsby,GB,HUY,53.57440185546875,-0.350832998752594,121
Barrow-in-Furness,GB,BWF,54.1286111,-3.2675,173
Leeds,GB,LBA,53.86589813232422,-1.6605700254440308,681
Warton,GB,WRT,53.745098,-2.88306,55
Hawarden,GB,CEG,53.1781005859375,-2.9777801036834717,45
Castletown,IM,IOM,54.08330154418945,-4.623889923095703,52
Newcastle,GB,NCL,55.037498474121094,-1.6916699409484863,266
Durham,GB,MME,54.50920104980469,-1.4294099807739258,120
Nottingham,GB,EMA,52.8311004639,-1.32806003094,306
Angelsey,GB,VLY,53.2481002808,-4.53533983231,37
Orkney Islands,GB,KOI,58.957801818847656,-2.9049999713897705,50
Lerwick,GB,LSI,59.87889862060547,-1.2955600023269653,20
Wick,GB,WIC,58.458900451660156,-3.09306001663208,126
Aberdeen,GB,ABZ,57.201900482177734,-2.197779893875122,215
Inverness,GB,INV,57.54249954223633,-4.047500133514404,31
Glasgow,GB,GLA,55.871899,-4.43306,26
Edinburgh,GB,EDI,55.95000076293945,-3.372499942779541,135
Port Ellen,GB,ILY,55.68190002441406,-6.256669998168945,56
Glasgow,GB,PIK,55.5093994140625,-4.586669921875,65
Balivanich,GB,BEB,57.48109817504883,-7.3627800941467285,19
Shetland Islands,GB,SCS,60.43280029296875,-1.2961100339889526,81
Dundee,GB,DND,56.45249938964844,-3.025830030441284,17
Stornoway,GB,SYY,58.215599060058594,-6.331110000610352,26
Eoligarry,GB,BRR,57.0228,-7.44306,5
Perth,GB,PSL,56.43920135498047,-3.372220039367676,397
Balemartine,GB,TRE,56.49919891357422,-6.869170188903809,38
Kinloss,GB,FSS,57.6493988037,-3.56064009666,22
St. Andrews,GB,ADX,56.37289810180664,-2.8684399127960205,38
Lossiemouth,GB,LMO,57.7052001953125,-3.339169979095459,42
Cambridge,GB,CBG,52.205002,0.175,47
Norwich,GB,NWI,52.6758003235,1.28278005123,117
London,GB,STN,51.8849983215,0.234999999404,348
High Wycombe,GB,HYC,51.6116981506,-0.8083329796790001,515
Exeter,GB,EXT,50.73440170288086,-3.4138898849487305,102
Bristol,GB,FZO,51.5194015503,-2.59083008766,226
Kidlington,GB,OXF,51.8368988037,-1.32000005245,270
Rochester,GB,RCS,51.351898193359375,0.5033329725265503,436
Upper Heyford,GB,UHF,51.9375,-1.2488900423,436
Benson,GB,BEX,51.616401672399995,-1.09582996368,226
Lakenheath,GB,LKZ,52.409301757799994,0.56099998951,32
Mildenhall,GB,MHZ,52.361900329589844,0.48640599846839905,33
St. Ives,GB,QUY,52.3572006226,-0.107832998037,135
Fairford,GB,FFD,51.6822013855,-1.7900300025900002,286
Gosport,GB,PME,50.8353004456,-1.1691700220099999,3
Woodbridge,GB,BWY,52.1274986267,1.43472003937,85
Brize Norton,GB,BZZ,51.75,-1.58362,288
Odiham,GB,ODH,51.2341003418,-0.94282501936,405
London,GB,NHT,51.553001403799996,-0.418166995049,124
Huntingdon,GB,AYH,52.374401092499994,-0.219722002745,157
Coningsby,GB,QCY,53.0929985046,-0.166014000773,25
Thetford,GB,BEQ,52.34260177612305,0.7729390263557434,174
Cottesmore,GB,OKH,52.735699,-0.648769,461
Scampton,GB,SQZ,53.307800293,-0.550832986832,202
Linton-On-Ouse,GB,HRT,54.0489006042,-1.2527500391,53
Waddington,GB,WTN,53.1661987305,-0.523810982704,231
Norwich,GB,CLF,52.7547,1.35722,66
Marham,GB,KNF,52.648395,0.550692,75
Mount Pleasant,FK,MPN,-51.82279968261719,-58.447200775146484,244
Amsterdam,NL,AMS,52.308601,4.76389,-11
Maastricht,NL,MST,50.911701,5.77014,375
Eindhoven,NL,EIN,51.4500999451,5.37452983856,74
Groningen,NL,GRQ,53.1197013855,6.57944011688,17
Breda,NL,GLZ,51.56740188598633,4.931829929351807,49
Den Helder,NL,DHR,52.92340087890625,4.780620098114014,3
Lelystad,NL,LEY,52.4603,5.52722,-13
Leeuwarden,NL,LWR,53.228599548339844,5.760560035705566,3
Rotterdam,NL,RTM,51.956902,4.43722,-15
Soesterberg,NL,UTC,52.1273,5.27619,66
Enschede,NL,ENS,52.275833,6.889167,114
Leiden,NL,LID,52.166099548300004,4.41794013977,1
Bergen Op Zoom,NL,WOE,51.4491,4.34203,63
Bantry,IE,BYT,51.66859817504883,-9.484169960021973,7
Belmullet,IE,BLY,54.2228012085,-10.0307998657,150
Inverin,IE,NNR,53.23030090332031,-9.467780113220215,70
Cork,IE,ORK,51.84130096435547,-8.491109848022461,502
Galway,IE,GWY,53.300201416015625,-8.941590309143066,81
Donegal,IE,CFN,55.0442008972168,-8.340999603271484,30
Dublin,IE,DUB,53.421299,-6.27007,242
Inis Mór,IE,IOR,53.1067008972168,-9.653610229492188,24
Inis Oírr,IE,INQ,53.064701080322266,-9.510899543762207,40
Kilkenny,IE,KKY,52.65079879760742,-7.296110153198242,319
Charleston,IE,NOC,53.910301208496094,-8.818490028381348,665
Killarney,IE,KIR,52.18090057373047,-9.52377986907959,112
Letterkenny,IE,LTR,54.951302,-7.67283,20
Inis Meáin,IE,IIA,53.09299850463867,-9.568059921264648,15
Shannon,IE,SNN,52.702,-8.92482,46
Sligo,IE,SXL,54.280200958252,-8.5992097854614,11
Waterford,IE,WAT,52.187198638916016,-7.0869598388671875,119
Ejin Banner,CN,EJN,42.0155,101.0005,3077
Enejit Island,MH,EJT,6.0404,171.9846,30
Aarhus,DK,AAR,56.2999992371,10.619000434899998,82
Billund,DK,BLL,55.7402992249,9.15178012848,247
Copenhagen,DK,CPH,55.617900848389,12.656000137329,17
Esbjerg,DK,EBJ,55.525902,8.5534,97
Karup,DK,KRP,56.29750061035156,9.124629974365234,170
Læsø,DK,BYR,57.277198791503906,11.000100135803223,25
Lolland Falster / Maribo,DK,MRW,54.699299,11.4401,16
Odense,DK,ODE,55.47669982910156,10.330900192260742,56
Copenhagen,DK,RKE,55.585601806640625,12.131400108337402,146
Rønne,DK,RNN,55.06330108642578,14.759599685668945,52
Sønderborg,DK,SGD,54.96440124511719,9.791729927062988,24
Sindal,DK,CNL,57.503502,10.2294,92
Vojens,DK,SKS,55.221048,9.26702,141
Skive,DK,SQW,56.550201416015625,9.172980308532715,74
Thisted,DK,TED,57.06880187988281,8.705220222473145,23
Vagar,FO,FAE,62.0635986328125,-7.277219772338867,280
Skjern / Ringkøbing,DK,STA,55.9901008605957,8.353910446166992,17
Aalborg,DK,AAL,57.0927589138,9.84924316406,10
Luxembourg,LU,LUX,49.6233333,6.2044444,1234
Ålesund,NO,AES,62.5625,6.119699954986572,69
Andenes,NO,ANX,69.292503356934,16.144199371338,43
Alta,NO,ALF,69.976097106934,23.371700286865,9
Førde,NO,FDE,61.391101837158,5.7569398880005,1046
Brønnøy,NO,BNN,65.461097717285,12.217499732971,25
Bodø,NO,BOO,67.26920318603516,14.365300178527832,42
Bergen,NO,BGO,60.29339981,5.218140125,170
Båtsfjord,NO,BJF,70.60050201416,29.691400527954,490
Berlevåg,NO,BVG,70.871399,29.034201,42
Kjevik,NO,KRS,58.204201,8.08537,57
Dagali,NO,DLD,60.417301177978516,8.518349647521973,2618
Målselv,NO,BDU,69.055801391602,18.540399551392,252
Evenes,NO,EVE,68.491302490234,16.678100585938,84
,NO,VDB,61.015598297119,9.2880601882935,2697
Florø,NO,FRO,61.583599090576,5.0247201919556,37
Oslo,NO,OSL,60.193901062012,11.100399971008,681
Hamar,NO,HMR,60.81809997558594,11.067999839782715,713
Karmøy,NO,HAU,59.34529876709,5.2083601951599,86
Hammerfest,NO,HFT,70.679702758789,23.668600082397,266
Hasvik,NO,HAA,70.486701965332,22.139699935913,21
Honningsvåg,NO,HVG,71.009696960449,25.983600616455,44
,NO,QKX,69.04029846191406,23.034000396728516,1165
Kvernberget,NO,KSU,63.111801147461,7.824520111084,204
Klanten flyplass,NO,GLL,60.791066,9.048672,2770
Kirkenes,NO,KKN,69.725799560547,29.891300201416,283
Farsund,NO,FAN,58.0994987487793,6.626049995422363,29
Leknes,NO,LKN,68.152496337891,13.609399795532,78
Mehamn,NO,MEH,71.02970123291,27.826700210571,39
Årø,NO,MOL,62.744701385498,7.2624998092651,10
,NO,MJF,65.783996582031,13.214900016785,237
Lakselv,NO,LKL,70.068801879883,24.973499298096,25
Narvik,NO,NVK,68.436897277832,17.386699676514,95
Namsos,NO,OSY,64.472198486328,11.57859992981,7
Notodden,NO,NTB,59.565701,9.21222,63
Ørland,NO,OLA,63.69889831542969,9.604000091552734,28
Ørsta,NO,HOV,62.180000305176,6.0741000175476,243
Mo i Rana,NO,MQN,66.363899230957,14.301400184631,229
Rørvik,NO,RVK,64.838302612305,11.14610004425,14
Røros,NO,RRS,62.578399658203,11.342300415039,2054
,NO,RET,67.527801513672,12.103300094604,7
Oslo,NO,RYG,59.378817,10.785439,174
Longyearbyen,NO,LYR,78.246101379395,15.465600013733,88
Sandane,NO,SDN,61.830001831055,6.1058301925659,196
Sogndal,NO,SOG,61.156101,7.13778,1633
Svolvær,NO,SVJ,68.243301391602,14.669199943542,27
Hadsel,NO,SKN,68.578826904297,15.033416748047,11
Geiteryggen,NO,SKE,59.185001373291016,9.566940307617188,463
Leirvik,NO,SRP,59.791900634765625,5.340849876403809,160
Sørkjosen,NO,SOJ,69.786796569824,20.959400177002,16
Vardø,NO,VAW,70.355400085449,31.044900894165,42
Alstahaug,NO,SSJ,65.956802368164,12.468899726868,56
Tromsø,NO,TOS,69.68329620361328,18.918899536132812,31
Torp,NO,TRF,59.1866989136,10.258600235,286
Trondheim,NO,TRD,63.4578018,10.9239998,56
Vadsø,NO,VDS,70.065299987793,29.844699859619,127
Værøy,NO,VRY,67.654555,12.727257,12
Stavanger,NO,SVG,58.876701354,5.6377801895,29
Biała Podlaska,PL,BXP,52.00078,23.1325278,485
Bydgoszcz,PL,BZG,53.096801757799994,17.9776992798,235
Częstochowa,PL,CZW,50.884998,19.2047,860
Gdańsk,PL,GDN,54.377601623535156,18.46619987487793,489
Kraków,PL,KRK,50.077702,19.7848,791
Zegrze Pomorskie,PL,OSZ,54.0425,16.2656,249
Katowice,PL,KTW,50.4743,19.08,995
Czechowice-Dziedzice,PL,QEO,49.9399986267,19.021999359099997,1316
Łódź,PL,LCJ,51.721900939899996,19.3980998993,604
Warsaw,PL,WMI,52.451099,20.6518,341
Gdynia,PL,QYD,54.57970047,18.51720047,144
Poznań,PL,POZ,52.421001434299995,16.8262996674,308
Radom,PL,RDO,51.3891983032,21.213300705,610
Rzeszów,PL,RZE,50.1100006104,22.0189990997,675
Goleniow,PL,SZZ,53.584701538100006,14.902199745199999,154
,PL,OSP,54.47890090942383,17.107500076293945,217
Olsztyn,PL,SZY,53.481899,20.9377,463
Warsaw,PL,WAW,52.1656990051,20.967100143399996,362
Wrocław,PL,WRO,51.1026992798,16.885799408,404
Babimost,PL,IEG,52.138500213600004,15.7986001968,194
Erdenet,MN,ERT,48.9830555556,104.150555556,4200
,SE,RNB,56.266700744629,15.265000343323,191
Gothenburg,SE,GOT,57.662799835205,12.279800415039,506
Jönköping,SE,JKG,57.757598876953125,14.068699836730957,741
Lidköping,SE,LDK,58.4655,13.1744,200
Gothenburg,SE,GSE,57.7747,11.8704,59
Skövde,SE,KVB,58.45640182495117,13.972700119018555,324
Trollhättan,SE,THN,58.31809997558594,12.345000267028809,137
,SE,KSK,59.34590148925781,14.49590015411377,400
Mora,SE,MXX,60.957901,14.5114,634
Stockholm / Nyköping,SE,NYO,58.78860092163086,16.912200927734375,140
Kristianstad,SE,KID,55.92169952392578,14.08549976348877,76
,SE,OSK,57.350498,16.497999,96
,SE,KLR,56.68550109863281,16.287599563598633,17
Malmö,SE,MMX,55.536305364,13.376197814900001,236
Halmstad,SE,HAD,56.69110107421875,12.820199966430664,101
Växjö,SE,VXO,56.929100036621094,14.727999687194824,610
,SE,EVG,62.04779815673828,14.422900199890137,1178
Gällivare,SE,GEV,67.13240051269531,20.814599990844727,1027
Hudiksvall,SE,HUV,61.7681007385,17.0806999207,95
Kramfors / Sollefteå,SE,KRF,63.04859924316406,17.76889991760254,34
,SE,LYC,64.54830169677734,18.71619987487793,705
Sundsvall/ Härnösand,SE,SDL,62.528099060058594,17.443899154663086,16
Örnsköldsvik,SE,OER,63.40829849243164,18.989999771118164,354
Kiruna,SE,KRN,67.821998596191,20.336799621582,1508
Skellefteå,SE,SFT,64.62480163574219,21.076900482177734,157
Umeå,SE,UME,63.791801452637,20.282800674438,24
,SE,VHM,64.5791015625,16.833599090576172,1140
Arvidsjaur,SE,AJR,65.59030151367188,19.28190040588379,1245
Söderhamn,SE,SOO,61.26150131225586,17.09910011291504,88
Östersund,SE,OSD,63.194400787354,14.50030040741,1233
Örebro,SE,ORB,59.22370147705078,15.038000106811523,188
,SE,HFS,60.02009963989258,13.578900337219238,474
Karlstad,SE,KSD,59.444698333699996,13.337400436400001,352
Stockholm / Västerås,SE,VST,59.58940124511719,16.63360023498535,21
East Stroudsburg,US,ESP,41.0643,-75.2521,965
Luleå,SE,LLA,65.543800354004,22.121999740601,65
Stockholm,SE,ARN,59.651901245117,17.918600082397,137
Stockholm,SE,BMA,59.354400634765625,17.941699981689453,47
,SE,BLE,60.422000885009766,15.515199661254883,503
,SE,HLF,57.525799,15.8233,366
Gävle / Sandviken,SE,GVX,60.593299865722656,16.951400756835938,224
Linköping,SE,LPI,58.4062004089,15.680500030500001,172
Norrköping,SE,NRK,58.586299896240234,16.250600814819336,32
,SE,TYF,60.1576004028,12.991299629199998,393
Eskilstuna,SE,EKT,59.35110092163086,16.70840072631836,139
Visby,SE,VBY,57.662799835205,18.346200942993,164
Ängelholm,SE,AGH,56.29610061645508,12.847100257873535,68
,SE,SQO,64.96089935302734,17.69659996032715,915
,SE,PJA,67.24559783935547,23.068899154663086,542
,SE,HMV,65.80609893798828,15.082799911499023,1503
Geladi,ET,GLC,6.984439849849999,46.4213981628,1383
Shire Indasilase,ET,SHC,14.078100204467773,38.272499084472656,6207
Trier,DE,SPM,49.9726982117,6.69250011444,1197
Ramstein,DE,RMS,49.4369010925293,7.600279808044434,776
Sembach,DE,SEX,49.507,7.866,1050
,DE,ZCN,52.59120178222656,10.022100448608398,129
Fritzlar,DE,FRZ,51.1146,9.286,1345
Storck Barracks,DE,ILH,49.473899841299996,10.3880996704,1079
Kitzingen,DE,KZG,49.743099,10.2006,689
Cuxhaven,DE,FCN,53.7677001953,8.658499717709999,74
,DE,GKE,50.9608,6.04242,296
Rostock,DE,RLG,53.9182014465,12.278300285299999,138
Jagel,DE,WBG,54.459301,9.51633,70
Wiesbaden,DE,WIE,50.049800872802734,8.325400352478027,461
Fürstenfeldbruck,DE,FEL,48.205555,11.266944,1703
Manching,DE,IGS,48.7156982421875,11.534000396728516,1202
Gütersloh,DE,GUT,51.922798,8.30633,236
Daugavpils,LV,DGP,55.944721221900004,26.6650009155,398
Liepāja,LV,LPX,56.51750183105469,21.096900939941406,16
Riga,LV,RIX,56.92359924316406,23.971099853515625,36
